station_id,timestamp,Groundwater_Level_MBGL,prev_gw,gw_diff,gw_roll_mean_7obs,gw_roll_std_7obs,gw_roll_mean_30obs,rainfall_30d,rainfall_90d,rainfall_180d,district_rainfall_30d,district_rainfall_90d,district_rainfall_180d,state_rainfall_30d,state_rainfall_90d,state_rainfall_180d,target_next_season_gw,season,season_sin,season_cos,freq,rainfall_source_type,rainfall_source_station,rainfall_station_observation_count,rainfall_window_completeness_30d,rainfall_window_completeness_90d,rainfall_window_completeness_180d,mapping_method,rainfall_distance_km,rainfall_district_match,rainfall_fallback_used,gw_jump_flag,rainfall_extreme_flag,date,effective_rainfall_30d,effective_rainfall_90d,effective_rainfall_180d,latitude,longitude,lag_1,lag_2,lag_3,lag_4,gw_expanding_mean,gw_expanding_std,gw_ewm_mean_span3,gw_ewm_mean_span5,gw_seasonal_diff_2,gw_same_season_prev_obs,gw_yoy_diff,rainfall_intensity_30d,rainfall_intensity_90d,rainfall_intensity_180d,rainfall_anomaly_30d,rainfall_anomaly_90d,rainfall_anomaly_180d,rainfall_ratio_30d_180d,rainfall_ratio_90d_180d,drought_indicator_180d,recharge_efficiency_proxy_90d,recharge_efficiency_proxy_180d,rainfall_trend_slope,spatial_cluster,source_reliability_score
020109B,2015-05-01,8.25,,,,,,5.8999999999999915,18.69999999999999,79.3,0.25,2.950000000000003,36.400000000000006,41.1493361285814,54.37940824218737,91.167613952853,5.55,pre_monsoon,0.0,1.0,seasonal,local,kudachi,2011.0,1.0,1.0,0.9444444444444444,nearest_telemetry,33.243209508576086,,0,False,False,2015-05-01,5.8999999999999915,18.69999999999999,79.3,16.8169,75.0941,,,,,,,,,,,,0.19666666666666638,0.20777777777777764,0.44055555555555553,5.6499999999999915,15.749999999999986,42.89999999999999,0.07440099944501888,0.23581333722404307,0.0,,,-0.5000000000000071,10,3.0
020109B,2015-10-01,5.55,8.25,-2.7,,,,115.5,136.10000000000008,360.9,18.649999999999977,42.99999999999993,113.89999999999992,96.34712643678164,198.9325166364188,392.97291872666494,9.13,post_monsoon,1.2246467991473532e-16,-1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2015-10-01,115.5,136.10000000000008,360.9,16.8169,75.0941,8.25,,,,8.25,,8.25,8.25,,,,3.85,1.512222222222223,2.005,96.85000000000002,93.10000000000015,247.00000000000006,0.3200332413401707,0.3771127631722706,0.0,0.01983835269372867,0.007481296550809186,105.19999999999996,10,3.0
020109B,2016-05-01,9.13,5.55,3.580000000000001,7.643333333333333,1.8655115473599553,7.643333333333333,9.0,15.800000000000011,15.800000000000011,0.0,0.0,0.0,7.238596491228066,11.624561403508778,25.042105263157964,5.25,pre_monsoon,0.0,1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2016-05-01,9.0,15.800000000000011,15.800000000000011,16.8169,75.0941,5.55,8.25,,,6.9,1.9091883092036788,6.45,6.63,-2.7,8.25,0.8800000000000008,0.3,0.1755555555555557,0.08777777777777784,9.0,15.800000000000011,15.800000000000011,0.5696198926456372,0.9999993670890082,0.0,-0.22658213507459796,-0.22658213507459796,5.599999999999994,10,3.0
020109B,2016-10-01,5.25,9.13,-3.880000000000001,7.045,1.9370338148829516,7.045,50.60000000000002,188.80000000000007,351.59999999999985,13.5,145.20000000000016,194.0500000000001,97.95172413793092,237.80344827586217,388.6547489413195,9.65,post_monsoon,1.2246467991473532e-16,-1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2016-10-01,50.60000000000002,188.80000000000007,351.59999999999985,16.8169,75.0941,9.13,5.55,8.25,,7.6433333333333335,1.8655115473599553,7.981428571428572,7.814210526315789,3.580000000000001,5.55,-0.2999999999999998,1.6866666666666674,2.0977777777777784,1.9533333333333325,37.10000000000002,43.59999999999991,157.54999999999976,0.14391353401838655,0.5369738186298691,0.0,0.020550846369128895,0.01103526703540197,-18.5,10,3.0
020109B,2017-05-01,9.65,5.25,4.4,7.566,2.042371170967707,7.566,2.7999999999999545,2.7999999999999545,2.7999999999999545,0.0,0.0,0.0,7.577586206896854,14.981034482759014,23.97931034482815,5.75,pre_monsoon,0.0,1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2017-05-01,2.7999999999999545,2.7999999999999545,2.7999999999999545,16.8169,75.0941,5.25,9.13,5.55,8.25,7.045,1.9370338148829516,6.524666666666667,6.749076923076923,-3.880000000000001,9.13,0.5199999999999996,0.09333333333333181,0.031111111111110607,0.015555555555555304,2.7999999999999545,2.7999999999999545,2.7999999999999545,0.9999964285841836,0.9999964285841836,1.0,-1.5714229592037428,-1.5714229592037428,2.7999999999999545,10,3.0
020109B,2017-10-01,5.75,9.65,-3.9,7.263333333333333,1.9714630776828328,7.263333333333333,234.8000000000004,258.3000000000003,321.3000000000002,81.20000000000016,126.10000000000024,148.8500000000002,141.8344827586202,270.54655172413754,400.7489655172416,9.6,post_monsoon,1.2246467991473532e-16,-1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2017-10-01,234.8000000000004,258.3000000000003,321.3000000000002,16.8169,75.0941,9.65,5.25,9.13,5.55,7.566,2.042371170967707,8.137741935483872,7.862701421800947,4.4,5.25,0.5,7.82666666666668,2.870000000000003,1.785000000000001,153.60000000000025,132.20000000000005,172.45,0.7307811786249253,0.8039215436065507,0.0,0.015098721831253494,0.012138188230993201,223.05000000000047,10,3.0
020109B,2018-05-01,9.6,5.75,3.85,7.597142857142857,2.004717056392367,7.597142857142857,47.200000000000045,47.200000000000045,47.200000000000045,6.0499999999999545,6.5499999999999545,6.649999999999977,21.62808417997121,31.71857764876654,36.42989840348355,8.0,pre_monsoon,0.0,1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2018-05-01,47.200000000000045,47.200000000000045,47.200000000000045,16.8169,75.0941,5.75,9.65,5.25,9.13,7.263333333333333,1.9714630776828328,6.924920634920635,7.090691729323309,-3.9000000000000004,9.65,-0.05000000000000071,1.5733333333333348,0.5244444444444449,0.26222222222222247,41.15000000000009,40.65000000000009,40.55000000000007,0.9999997881356381,0.9999997881356381,0.0,-0.08156777932886022,-0.08156777932886022,47.200000000000045,10,3.0
020109B,2018-10-01,8.0,9.6,-1.5999999999999996,7.561428571428571,1.993342490821456,7.6475,123.40000000000008,220.49999999999977,335.39999999999986,54.85000000000002,180.45000000000005,217.1500000000002,41.7523242835598,220.2200311050417,410.2256914823999,15.55,post_monsoon,1.2246467991473532e-16,-1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2018-10-01,123.40000000000008,220.49999999999977,335.39999999999986,16.8169,75.0941,9.6,5.75,9.65,5.25,7.597142857142857,2.004717056392367,8.272992125984253,7.979125789218068,3.8499999999999996,5.75,2.25,4.113333333333336,2.4499999999999975,1.8633333333333326,68.55000000000005,40.04999999999973,118.24999999999966,0.36791889183306864,0.6574239517762682,0.0,0.0072562354985834295,0.004770423232843673,74.85000000000022,10,3.0
020109B,2019-05-01,15.55,8.0,7.550000000000001,8.99,3.3991714676765965,8.525555555555556,0.0,0.0,9.399999999999864,0.4500000000000455,2.550000000000068,5.400000000000091,10.010416666666517,14.427380952380872,24.390646258503462,3.5,pre_monsoon,0.0,1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2019-05-01,0.0,0.0,9.399999999999864,16.8169,75.0941,8.0,9.6,5.75,9.65,7.6475,1.8614644772329125,8.135960784313726,7.986366375892149,-1.5999999999999996,9.6,5.950000000000001,0.0,0.0,0.05222222222222146,-0.4500000000000455,-2.550000000000068,3.9999999999997726,0.0,0.0,0.0,-755000.0,-0.8031906349035917,0.0,10,3.0
020109B,2019-10-01,3.5,15.55,-12.05,8.185714285714285,3.977406429416273,8.023,77.80000000000018,202.8000000000004,295.7000000000007,39.94999999999959,281.0499999999995,338.7999999999996,79.83512296882009,320.6354525247857,420.2417025247862,8.6,post_monsoon,1.2246467991473532e-16,-1.0,seasonal,local,kudachi,2011.0,1.0,1.0,1.0,nearest_telemetry,33.243209508576086,,0,False,False,2019-10-01,77.80000000000018,202.8000000000004,295.7000000000007,16.8169,75.0941,15.55,8.0,9.6,5.75,8.525555555555556,3.157649882076507,11.850234833659492,10.574911585206824,7.550000000000001,8.0,-4.5,2.5933333333333395,2.253333333333338,1.642777777777782,37.85000000000059,-78.24999999999909,-43.099999999998886,0.26310448890414306,0.6858302101511594,0.0,0.05941814302671867,0.0407507595282123,15.300000000000068,10,3.0
